timestamp,cpu_usage,memory_usage,disk_io,network_rx,network_tx
2025-03-22T18:40:16.014373,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.038835,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.064091,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.085059,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.106090,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.128396,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.160338,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.181296,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.205726,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.232480,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.258116,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.279234,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.300075,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.321058,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.346062,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.367099,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.388458,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.414442,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.435788,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.456614,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.477650,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.502902,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.523641,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.544294,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.569620,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.591079,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.612076,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.632959,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.659029,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.680066,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.700958,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.724583,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.745551,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.766209,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.787113,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.810638,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.831583,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.852848,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.876677,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.898455,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.919598,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.940506,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.966309,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:16.987230,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.008099,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.030921,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.052487,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.073651,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.098740,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.119700,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.141347,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.166256,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.187662,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.208624,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.232524,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.255386,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.276555,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.297124,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.319527,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.338021,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.356351,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.374834,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.397187,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.416008,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.434812,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.453421,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.475141,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.493702,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.512190,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.531620,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.551806,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.570731,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.589490,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.612262,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.630863,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.649460,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.668101,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.690341,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.709113,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.727679,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.746083,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.767265,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.786194,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.804899,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.826935,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.845942,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.864785,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.887325,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.906212,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.924705,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.944826,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.965050,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:17.983589,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.002240,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.024463,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.042996,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.061387,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.081593,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.103421,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.121896,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.140400,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.162313,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.181375,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.200278,1.0236976324639688,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.218998,1.0053706884415041,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.242603,1.005847318034634,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.261436,1.0062246497958616,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.279909,1.0065821219907087,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.298395,1.0069594537519364,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.321086,1.0073963642123052,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.339784,1.007773695973533,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.358351,1.0081510277347605,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.376774,1.0085084999296077,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.399941,1.008965269956357,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.418481,1.0093426017175846,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.437101,1.0097000739124318,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.459764,1.0101568439391813,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.478499,1.010534175700409,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.497137,1.010891647895256,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.515444,1.0112689796564838,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.538142,1.0117058901168525,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.556856,1.0120832218780802,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.575479,1.0124605536393079,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.597798,1.0128974640996768,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.616580,1.0132747958609043,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.634983,1.0136322680557517,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.653560,1.0140095998169794,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.676377,1.0144663698437286,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.694850,1.0148238420385758,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.713304,1.0152011737998035,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.732078,1.0155586459946508,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.753829,0.8463750000000007,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.772789,0.8463750000000007,5529272320.0,0.0,0.0,0.0
2025-03-22T18:40:18.791534,0.8463750000000007,5529272320.0,0.0,0.0,0.0
