timestamp,cpu_usage,instance,memory_usage,cpu_usage_avg,memory_usage_avg,container_restarts_avg
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,31657984.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,71839744.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,79753216.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,343457792.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,24969216.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,517410816.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,52285440.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,140783616.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,67141632.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,67538944.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,129847296.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,81760256.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,79794176.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,427335680.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,10973184.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,10997760.0,0.005293079577062681,126381116.23529412,1.5238095238095237
2025-04-16 11:06:24,0.001345395035912384,192.168.49.2:10250,10932224.0,0.005293079577062681,126381116.23529412,1.5238095238095237
