timestamp,value
2025-03-22 13:15:46,3250.034
2025-03-22 13:15:46,6.637762
2025-03-22 13:15:46,165.957388
2025-03-22 13:15:46,0.253735
2025-03-22 13:15:46,2.134562
2025-03-22 13:15:46,0.319701
2025-03-22 13:15:46,0.016109
2025-03-22 13:15:46,0.155295
2025-03-22 13:15:46,0.079987
2025-03-22 13:15:46,0.932838
2025-03-22 13:15:46,10.895162
2025-03-22 13:15:46,0.109721
2025-03-22 13:15:46,0.102212
2025-03-22 13:15:46,0.071181
2025-03-22 13:15:46,1.575799
2025-03-22 13:15:46,0.006097
2025-03-22 13:15:46,91.159225
2025-03-22 13:15:46,3.271307
2025-03-22 13:15:46,0.001608
2025-03-22 13:15:46,0.278543
2025-03-22 13:15:46,0.089636
2025-03-22 13:15:46,0.052384
2025-03-22 13:15:46,24.514853
2025-03-22 13:15:46,1.19402
2025-03-22 13:15:46,0.082015
2025-03-22 13:15:46,0.305015
2025-03-22 13:15:46,0.126918
2025-03-22 13:15:46,6.116432
2025-03-22 13:15:46,0.000999
2025-03-22 13:15:46,0.001028
2025-03-22 13:15:46,0.103429
2025-03-22 13:15:46,0.128699
2025-03-22 13:15:46,0.028189
2025-03-22 13:15:46,0.267393
2025-03-22 13:15:46,0.778067
2025-03-22 13:15:46,0.428418
2025-03-22 13:15:46,1.263491
2025-03-22 13:15:46,0.760702
2025-03-22 13:15:46,0.195527
2025-03-22 13:15:46,9.319717
2025-03-22 13:15:46,9.319717
2025-03-22 13:15:46,0.604857
2025-03-22 13:15:46,0.166418
2025-03-22 13:15:46,0.735717
2025-03-22 13:15:46,0.317207
2025-03-22 13:15:46,3035.277027
2025-03-22 13:15:46,3023.192701
2025-03-22 13:15:46,0.159784
2025-03-22 13:15:46,3022.442604
2025-03-22 13:15:46,1176.669754
2025-03-22 13:15:46,0.092171
2025-03-22 13:15:46,0.396849
2025-03-22 13:15:46,0.025404
2025-03-22 13:15:46,10.044338
2025-03-22 13:15:46,0.648115
2025-03-22 13:15:46,0.648115
2025-03-22 13:15:46,0.018246
2025-03-22 13:15:46,0.033126
2025-03-22 13:15:46,0.120627
2025-03-22 13:15:46,0.175252
2025-03-22 13:15:46,0.229453
2025-03-22 13:15:46,0.012317
2025-03-22 13:15:46,0.119299
2025-03-22 13:15:46,0.019628
2025-03-22 13:15:46,0.038069
2025-03-22 13:15:46,1160.135124
2025-03-22 13:15:46,0.809146
2025-03-22 13:15:46,0.740762
2025-03-22 13:15:46,0.253917
2025-03-22 13:15:46,1.263393
2025-03-22 13:15:46,1.263393
2025-03-22 13:15:46,3.667106
2025-03-22 13:15:46,1840.890498
2025-03-22 13:15:46,117.041824
2025-03-22 13:15:46,0.041095
2025-03-22 13:15:46,0.14894
2025-03-22 13:15:46,0.406522
2025-03-22 13:15:46,0.023741
2025-03-22 13:15:46,0.042884
2025-03-22 13:15:46,0.017878
2025-03-22 13:15:46,0.033095
2025-03-22 13:15:46,5.44684
2025-03-22 13:15:46,24.488663
2025-03-22 13:15:46,0.040723
2025-03-22 13:15:46,0.175853
2025-03-22 13:15:46,0.05185
2025-03-22 13:15:46,0.939247
2025-03-22 13:15:46,0.191828
2025-03-22 13:15:46,0.262096
2025-03-22 13:15:46,0.267885
2025-03-22 13:15:46,0.098422
2025-03-22 13:15:46,0.056017
2025-03-22 13:15:46,0.036276
2025-03-22 13:15:46,0.30056
2025-03-22 13:15:46,0.046291
2025-03-22 13:15:46,0.051482
2025-03-22 13:15:46,0.218968
2025-03-22 13:15:46,0.649361
2025-03-22 13:15:46,319.549996
2025-03-22 13:15:46,0.067102
2025-03-22 13:15:46,0.11968
2025-03-22 13:15:46,54.108495
2025-03-22 13:15:46,1177.119145
2025-03-22 13:15:46,0.237272
2025-03-22 13:15:46,0.32869
2025-03-22 13:15:46,0.093403
2025-03-22 13:15:46,0.017859
2025-03-22 13:15:46,136.306229
